RETURN,QTY,SALES,DISTINCT_CATEGORIES,ENTROPY_CATEGORIES,DISTINCT_PRODUCTS,ENTROPY_PRODUCTS,RECORD,FIT,SEASON,ORDER_DATE,DISCOUNT,FREESHIPPING,PAYMENT,SHIPPING_FEES,SEX,COUNTRY,PREVIOUS_RETURNS,PREVIOUS_TRANSACTIONS,train
0,1,358.0,1,1.0,1,1.0,1,0,20101,2010-03-15,0,0,Paypal,10,F,Italy,0,2,0
1,3,229.40719971834844,3,1.0,3,1.0,3,7,20101,2010-03-23,0,0,Paypal,9,F,Italy,0,0,1
0,1,132.0,1,1.0,1,1.0,1,3,20133,2013-04-17,0,0,Credit card,7,F,Belgium,0,2,0
1,3,389.21379310344827,3,1.0,3,1.0,3,6,1201,2014-05-06,0,0,Cash,12,F,Italy,2,5,0
0,4,276.0,3,0.75,3,0.75,4,6,20123,2012-04-16,0,0,Cash,10,F,Italy,1,22,0
0,1,126.0,1,1.0,1,1.0,1,3,20123,2012-07-11,1,0,Cash,7,F,Italy,0,14,0
0,2,124.0,1,0.5,1,0.5,2,4,20113,2011-11-28,0,0,Cash,8,F,Italy,0,60,1
1,1,106.721875,1,1.0,1,1.0,1,3,20123,2012-07-31,1,1,Cash,0,F,Italy,1,12,0
0,1,265.5,1,1.0,1,1.0,1,2,20092,2010-01-26,1,1,Credit card,0,F,Germany,0,6,0
0,1,451.0,1,1.0,1,1.0,1,2,20133,2013-03-11,0,0,Paypal,20,F,Russian Federation,0,2,1
0,3,208.5,3,1.0,3,1.0,3,6,20133,2013-01-22,1,0,Credit card,12,M,Belgium,1,11,0
0,3,171.0,2,0.6666666666666666,3,1.0,3,5,20133,2013-05-06,0,0,Credit card,22,F,Altro Europa,0,9,0
0,1,53.5,1,1.0,1,1.0,1,2,20123,2012-07-16,1,0,Cash,7,F,Italy,2,9,0
1,1,138.75625,1,1.0,1,1.0,1,2,20091,2009-06-15,1,1,Cash,0,F,Germany,6,11,0
0,1,234.0,1,1.0,1,1.0,1,3,20123,2012-01-27,1,1,Cash,0,F,Italy,0,0,1
1,2,319.0628571428571,1,0.5,1,0.5,2,6,20123,2012-10-09,0,0,Cash,10,F,Germany,0,0,1
0,1,38.0,1,1.0,1,1.0,1,2,20123,2012-07-30,1,1,Credit card,0,F,Italy,0,4,0
0,1,199.0,1,1.0,1,1.0,1,2,20133,2013-08-01,1,0,Credit card,7,F,Italy,1,7,0
0,1,158.0,1,1.0,1,1.0,1,3,20102,2010-10-12,0,0,Credit card,10,F,Italy,1,4,0
0,1,140.0,1,1.0,1,1.0,1,2,1201,2013-12-30,0,0,Paypal,10,F,Germany,0,0,1
1,1,64.95462962962964,1,1.0,1,1.0,1,3,20123,2012-01-03,1,1,Credit card,0,F,Germany,7,10,0
0,1,51.0,1,1.0,1,1.0,1,0,20101,2010-07-28,0,0,Credit card,10,M,Italy,0,0,1
0,1,138.0,1,1.0,1,1.0,1,2,1201,2014-06-17,0,0,Credit card,7,F,Italy,0,0,0
0,1,138.0,1,1.0,1,1.0,1,2,20113,2011-11-14,0,0,Paypal,10,M,Italy,0,0,0
0,1,70.0,1,1.0,1,1.0,1,0,1201,2014-01-21,0,0,Credit card,7,F,Italy,0,0,0
1,1,190.34588235294117,1,1.0,1,1.0,1,3,1201,2014-01-13,1,1,Credit card,0,F,Denmark,0,0,0
0,1,112.0,1,1.0,1,1.0,1,3,20123,2012-03-26,0,0,Cash,7,M,Altro Europa,4,20,1
0,1,412.0,1,1.0,1,1.0,1,2,1201,2013-10-10,0,0,Credit card,10,F,Poland,0,0,1
0,2,152.0,1,0.5,1,0.5,2,4,20091,2009-02-02,0,0,Credit card,1,F,Italy,0,0,0
0,2,123.0,2,1.0,2,1.0,2,3,20102,2011-07-22,1,0,Credit card,8,F,Italy,0,3,0
1,3,485.41224660397074,2,0.6666666666666666,2,0.6666666666666666,3,4,20123,2012-11-15,1,1,Credit card,0,F,Netherlands,10,32,0
0,3,190.75,1,0.3333333333333333,3,1.0,3,9,20123,2012-07-11,1,0,Paypal,8,F,Italy,0,0,0
0,3,182.8,1,0.3333333333333333,3,1.0,3,9,1201,2013-08-26,1,0,Credit card,22,F,Russian Federation,0,0,1
0,1,166.6,1,1.0,1,1.0,1,2,20102,2011-07-06,1,0,Paypal,7,F,Italy,0,3,0
0,2,132.0,1,0.5,2,1.0,2,2,1201,2014-06-12,0,0,Paypal,8,F,Italy,4,4,1
0,2,154.8,2,1.0,2,1.0,2,4,20113,2011-12-29,1,0,Credit card,8,F,Italy,0,0,0
0,1,148.0,1,1.0,1,1.0,1,3,1201,2014-03-26,0,0,Cash,7,F,Italy,0,0,0
1,3,524.3910447761194,3,1.0,3,1.0,3,7,20102,2011-02-17,1,0,Cash,9,F,Netherlands,0,2,1
0,1,313.6,1,1.0,1,1.0,1,1,1201,2014-02-10,1,1,Cash,0,M,Italy,0,0,0
0,1,43.5,1,1.0,1,1.0,1,3,20102,2011-01-26,1,0,Credit card,7,F,Poland,1,7,1
1,4,281.64534470504617,2,0.5,3,0.75,4,8,20113,2011-08-31,0,0,Credit card,9,F,Italy,2,11,0
0,1,191.0,1,1.0,1,1.0,1,3,20133,2013-04-16,0,0,Cash,10,F,Belgium,0,2,1
1,3,728.7360000000001,1,0.3333333333333333,1,0.3333333333333333,3,6,20113,2011-11-03,0,0,Credit card,8,F,Germany,0,0,1
0,3,161.5,3,1.0,3,1.0,3,7,20102,2011-07-20,1,0,Credit card,9,F,Italy,1,9,0
0,1,174.0,1,1.0,1,1.0,1,2,20092,2009-10-22,0,1,Credit card,0,F,Italy,2,17,0
0,2,205.1,2,1.0,2,1.0,2,4,1201,2013-12-17,1,0,Credit card,11,F,Germany,0,0,0
0,2,154.8,2,1.0,2,1.0,2,5,20123,2012-01-16,1,0,Credit card,11,M,Netherlands,0,0,1
0,1,146.5,1,1.0,1,1.0,1,3,1201,2014-02-12,1,1,Credit card,0,F,Italy,0,2,0
1,3,463.58,2,0.6666666666666666,2,0.6666666666666666,3,8,20123,2012-11-12,0,0,Credit card,11,M,France,3,20,0
1,2,118.91851851851852,2,1.0,2,1.0,2,5,20123,2012-03-30,0,0,Paypal,8,F,Italy,1,7,0
0,1,39.2,1,1.0,1,1.0,1,2,20102,2011-05-31,1,0,Cash,7,F,Germany,2,14,1
0,2,140.0,1,0.5,2,1.0,2,4,20092,2010-03-01,1,1,Cash,0,M,Italy,0,2,0
1,1,198.7025,1,1.0,1,1.0,1,3,20133,2013-04-18,0,0,Cash,7,F,Italy,5,109,1
1,5,813.1433723973148,3,0.6,4,0.8,5,10,20102,2010-10-29,0,0,Cash,11,M,Italy,10,10,1
0,1,208.6,1,1.0,1,1.0,1,2,20113,2011-12-13,1,0,Credit card,10,M,Italy,5,24,0
0,1,472.0,1,1.0,1,1.0,1,2,20102,2010-10-27,0,0,Credit card,7,F,Netherlands,0,0,0
0,1,398.0,1,1.0,1,1.0,1,3,20102,2010-11-04,0,0,Cash,7,F,Italy,0,0,0
0,3,208.8,2,0.6666666666666666,2,0.6666666666666666,3,6,20113,2011-11-19,1,0,Paypal,9,F,Italy,0,0,1
0,1,172.0,1,1.0,1,1.0,1,3,20101,2010-05-17,0,0,Cash,7,F,Italy,0,0,0
1,2,375.4304347826087,2,1.0,2,1.0,2,3,20133,2013-07-01,1,0,Credit card,11,F,Germany,3,30,0
0,1,49.0,1,1.0,1,1.0,1,0,20091,2009-03-20,0,1,Credit card,0,M,Italy,0,1,0
1,1,312.4946808510638,1,1.0,1,1.0,1,2,20092,2010-01-29,1,1,Cash,0,M,Italy,3,3,0
1,3,303.585101010101,2,0.6666666666666666,3,1.0,3,7,20133,2013-01-14,1,0,Paypal,9,F,Germany,2,2,0
1,2,204.632,1,0.5,1,0.5,2,4,20102,2010-11-04,1,0,Credit card,7,F,Poland,0,0,0
0,1,179.0,1,1.0,1,1.0,1,3,20113,2011-12-14,0,0,Cash,7,F,Italy,0,18,1
0,1,235.0,1,1.0,1,1.0,1,3,20092,2010-01-19,0,0,Credit card,10,F,Germany,0,0,1
0,1,197.4,1,1.0,1,1.0,1,2,20102,2010-12-20,1,0,Credit card,7,M,Germany,0,0,0
0,1,130.0,1,1.0,1,1.0,1,3,1201,2014-05-28,0,1,Credit card,0,F,Netherlands,0,2,0
0,1,94.0,1,1.0,1,1.0,1,3,20113,2011-09-20,1,0,Cash,10,F,Italy,1,11,0
0,9,259.5,6,0.6666666666666666,8,0.8888888888888888,8,16,20123,2012-01-30,1,0,Cash,14,F,Germany,1,1,0
0,3,148.0,1,0.3333333333333333,3,1.0,3,6,20102,2011-01-17,1,0,Cash,9,F,Italy,1,27,1
0,1,35.4,1,1.0,1,1.0,1,2,20102,2011-03-03,1,0,Cash,7,F,Italy,1,3,0
0,1,362.0,1,1.0,1,1.0,1,2,20091,2009-05-12,0,0,Credit card,7,F,Germany,0,0,0
1,1,176.0909090909091,1,1.0,1,1.0,1,3,20113,2011-11-09,0,0,Credit card,7,M,Netherlands,8,12,1
1,6,718.6281818181818,3,0.5,4,0.6666666666666666,6,6,20133,2013-01-21,0,0,Cash,15,F,Poland,34,57,0
0,3,174.4,3,1.0,3,1.0,3,6,20113,2011-11-22,1,0,Credit card,9,M,Italy,0,0,1
0,1,98.0,1,1.0,1,1.0,1,2,20102,2010-11-12,0,0,Cash,7,F,Italy,0,0,0
0,1,59.0,1,1.0,1,1.0,1,2,20113,2011-10-25,0,0,Credit card,7,F,Poland,2,11,0
0,1,197.0,1,1.0,1,1.0,1,3,20133,2013-03-04,0,0,Credit card,7,F,Italy,1,11,0
0,2,44.1,2,1.0,2,1.0,2,4,20102,2011-02-24,1,1,Credit card,0,F,Altro Europa,1,4,0
0,2,277.1,2,1.0,2,1.0,2,5,20102,2010-11-03,1,0,Cash,8,F,Germany,0,0,1
0,1,136.0,1,1.0,1,1.0,1,0,1201,2014-05-15,0,0,Credit card,7,F,Italy,0,0,0
0,1,99.0,1,1.0,1,1.0,1,3,20123,2012-01-09,1,0,Cash,7,F,Italy,9,30,0
1,2,137.44375,2,1.0,2,1.0,2,4,20102,2011-06-23,0,1,Cash,0,M,Italy,0,0,0
0,1,54.0,1,1.0,1,1.0,1,3,1201,2013-08-20,1,0,Cash,7,F,Italy,0,0,0
0,1,166.6,1,1.0,1,1.0,1,3,1201,2014-01-08,1,0,Paypal,7,F,Italy,0,0,0
0,1,129.0,1,1.0,1,1.0,1,2,20123,2012-07-17,1,0,Cash,7,F,Italy,3,7,1
0,2,238.0,1,0.5,1,0.5,2,4,20102,2010-11-29,0,1,Credit card,0,F,Austria,5,14,0
0,1,86.0,1,1.0,1,1.0,1,2,20123,2012-06-06,0,0,Cash,7,F,Italy,0,0,0
1,1,113.6,1,1.0,1,1.0,1,2,20102,2011-03-08,0,0,Cash,7,F,Italy,0,4,1
0,2,142.0,2,1.0,2,1.0,2,2,20102,2010-11-12,0,0,Paypal,8,F,Netherlands,5,10,0
0,3,156.0,2,0.6666666666666666,2,0.6666666666666666,3,6,20101,2010-03-02,0,0,Cash,9,F,Italy,0,4,0
1,2,228.65419847328243,2,1.0,2,1.0,2,5,1201,2014-05-08,0,0,Cash,11,F,Italy,0,0,1
0,1,64.0,1,1.0,1,1.0,1,2,20102,2010-09-20,1,0,Credit card,7,F,Italy,4,4,0
0,1,89.0,1,1.0,1,1.0,1,2,20102,2011-07-21,0,0,Paypal,7,F,Germany,0,0,0
0,1,197.0,1,1.0,1,1.0,1,3,20123,2012-05-25,0,0,Credit card,10,F,France,0,0,0
1,3,342.40590353899154,3,1.0,3,1.0,3,7,20102,2011-03-21,0,0,Credit card,9,F,Germany,2,2,1
0,1,194.0,1,1.0,1,1.0,1,3,20092,2009-10-08,0,0,Cash,7,F,Italy,1,4,1
0,1,84.0,1,1.0,1,1.0,1,3,20123,2012-01-09,1,0,Credit card,7,F,Italy,4,26,1
0,2,158.6,2,1.0,2,1.0,2,5,20113,2011-09-13,1,0,Credit card,11,F,Altro Europa,0,0,1
0,1,305.0,1,1.0,1,1.0,1,2,20123,2012-11-02,0,0,Credit card,20,F,Russian Federation,0,0,1
1,4,572.4968475452197,1,0.25,2,0.5,4,12,1201,2013-08-06,1,1,Paypal,0,F,Germany,0,0,1
0,2,95.2,1,0.5,2,1.0,2,4,20113,2012-01-02,1,0,Paypal,8,F,Germany,20,47,0
1,4,793.7747619047618,4,1.0,4,1.0,4,8,20133,2013-01-14,1,0,Credit card,10,F,Germany,8,11,0
0,1,38.5,1,1.0,1,1.0,1,2,20102,2011-08-02,1,0,Paypal,10,F,Italy,0,4,1
0,1,204.0,1,1.0,1,1.0,1,3,20102,2011-05-09,0,0,Credit card,7,F,Austria,0,1,0
0,2,16.0,2,1.0,2,1.0,2,2,20102,2011-07-29,1,1,Paypal,0,F,Italy,0,3,0
0,3,214.0,3,1.0,3,1.0,3,6,20113,2011-10-06,0,0,Paypal,22,F,Russian Federation,0,0,0
0,1,204.0,1,1.0,1,1.0,1,3,20092,2009-11-06,0,0,Credit card,7,F,France,0,0,1
0,2,182.0,2,1.0,2,1.0,2,2,20092,2009-12-07,0,0,Credit card,8,F,Italy,0,0,1
0,2,353.20065573770484,2,1.0,2,1.0,2,4,20123,2012-11-15,0,1,Credit card,0,F,Poland,1,6,0
0,1,75.0,1,1.0,1,1.0,1,0,20123,2012-02-07,0,0,Credit card,7,F,Italy,0,1,0
1,6,710.4220158102768,2,0.3333333333333333,2,0.3333333333333333,6,12,20123,2012-04-02,0,0,Cash,8,F,Italy,6,11,0
0,5,277.3,3,0.6,4,0.8,5,8,20101,2010-06-09,1,0,Paypal,14,F,Germany,0,0,0
0,4,280.1,2,0.5,4,1.0,4,9,1201,2014-02-18,1,0,Cash,10,F,Italy,0,1,0
0,1,109.0,1,1.0,1,1.0,1,3,20123,2012-01-11,1,0,Paypal,7,F,Italy,1,6,0
0,1,189.0,1,1.0,1,1.0,1,2,20123,2012-03-08,0,0,Credit card,7,F,Germany,0,0,1
0,4,92.8,3,0.75,4,1.0,4,9,20101,2010-07-30,1,0,Paypal,10,F,Italy,4,15,0
0,1,95.0,1,1.0,1,1.0,1,2,20102,2011-04-22,0,0,Credit card,7,F,Italy,0,2,0
1,1,151.06382978723406,1,1.0,1,1.0,1,2,1201,2014-04-16,0,1,Paypal,0,F,Germany,1,2,1
0,3,100.0,2,0.6666666666666666,2,0.6666666666666666,3,8,20102,2011-02-22,1,0,Paypal,9,F,Italy,7,12,0
0,1,87.0,1,1.0,1,1.0,1,3,20123,2012-08-07,1,0,Credit card,7,F,Italy,0,0,0
1,4,658.5538461538463,4,1.0,4,1.0,4,5,20123,2012-10-03,0,0,Credit card,23,F,Russian Federation,0,0,0
1,4,239.51536444652908,2,0.5,4,1.0,4,8,20102,2011-01-20,1,0,Paypal,10,F,Germany,11,15,1
0,1,98.0,1,1.0,1,1.0,1,2,20113,2011-10-19,0,0,Cash,7,F,Italy,0,2,0
0,1,138.0,1,1.0,1,1.0,1,2,20123,2012-05-28,0,1,Paypal,0,F,Germany,7,19,0
0,1,139.0,1,1.0,1,1.0,1,3,20133,2013-03-22,0,0,Credit card,7,F,Italy,3,7,1
0,1,56.0,1,1.0,1,1.0,1,2,20133,2013-01-18,1,0,Credit card,7,M,Belgium,1,4,0
0,1,72.0,1,1.0,1,1.0,1,2,20102,2011-08-03,1,0,Paypal,7,F,Netherlands,1,12,0
0,1,67.5,1,1.0,1,1.0,1,2,20133,2013-01-04,1,0,Paypal,7,F,Germany,3,3,1
0,1,116.2,1,1.0,1,1.0,1,2,1201,2014-07-01,1,0,Credit card,10,M,Belgium,0,0,1
0,2,84.0,1,0.5,1,0.5,2,4,20102,2010-12-16,1,0,Cash,8,F,Germany,9,12,0
0,1,94.0,1,1.0,1,1.0,1,3,20102,2011-08-02,1,0,Credit card,7,F,Italy,2,6,0
0,1,179.0,1,1.0,1,1.0,1,2,1201,2013-10-07,0,0,Cash,7,F,Italy,0,1,0
0,1,71.0,1,1.0,1,1.0,1,3,20133,2013-02-11,1,0,Credit card,7,F,Italy,0,0,0
0,2,680.6,2,1.0,2,1.0,2,4,20102,2011-01-10,1,0,Cash,8,F,Italy,0,1,1
0,2,203.45,2,1.0,2,1.0,2,5,20113,2011-12-19,1,0,Cash,11,M,Altro Europa,2,5,0
0,2,157.0,2,1.0,2,1.0,2,5,20102,2011-07-25,1,0,Credit card,11,F,Italy,2,16,1
0,2,237.0,2,1.0,2,1.0,2,2,20102,2010-10-05,0,0,Credit card,8,F,Italy,0,4,1
0,1,35.0,1,1.0,1,1.0,1,3,20123,2012-02-22,1,0,Paypal,7,F,Italy,0,0,0
1,4,374.0161461988303,3,0.75,4,1.0,4,6,20133,2013-01-24,1,0,Credit card,9,F,Italy,3,7,0
0,3,463.4,3,1.0,3,1.0,3,7,1201,2014-07-07,1,0,Amex,9,M,Italy,0,0,1
0,2,179.2,1,0.5,2,1.0,2,4,20133,2013-01-07,1,0,Credit card,8,F,Italy,1,9,0
1,2,136.1135593220339,1,0.5,2,1.0,2,4,20092,2009-12-09,1,1,Credit card,0,F,Italy,3,5,0
0,3,112.0,3,1.0,3,1.0,3,4,20102,2010-11-23,1,1,Cash,0,F,Italy,1,12,0
0,2,105.7,2,1.0,2,1.0,2,5,20092,2010-02-01,1,1,Cash,0,F,Italy,0,1,1
0,3,244.0,3,1.0,3,1.0,3,4,20123,2012-10-29,0,0,Paypal,9,M,Germany,17,31,0
0,5,293.5,4,0.8,5,1.0,5,6,20123,2012-07-17,1,0,Amex,11,F,Italy,2,26,0
0,1,158.0,1,1.0,1,1.0,1,3,20102,2011-04-26,0,0,Cash,7,F,Italy,0,0,0
0,2,214.0,2,1.0,2,1.0,2,4,20123,2012-03-26,0,0,Credit card,8,M,Italy,1,18,1
0,5,756.0,2,0.4,5,1.0,5,10,20101,2010-05-31,0,0,Cash,14,F,Italy,0,0,0
1,1,59.41777777777778,1,1.0,1,1.0,1,2,20102,2011-05-20,0,0,Credit card,10,F,Italy,21,41,0
0,3,127.5,2,0.6666666666666666,3,1.0,3,3,20123,2012-02-21,1,0,Credit card,9,F,Italy,0,2,1
0,1,122.5,1,1.0,1,1.0,1,2,20133,2013-01-30,1,1,Paypal,0,F,France,0,0,0
0,1,37.0,1,1.0,1,1.0,1,0,20102,2011-02-08,1,0,Cash,7,F,Germany,0,0,1
0,1,32.0,1,1.0,1,1.0,1,2,20092,2009-09-17,0,0,Cash,10,F,Italy,0,0,0
0,1,705.0,1,1.0,1,1.0,1,2,20102,2011-03-08,0,0,Cash,10,F,Netherlands,0,0,1
0,1,128.0,1,1.0,1,1.0,1,2,20101,2010-03-23,0,0,Cash,7,F,Italy,0,4,1
1,2,198.0304347826087,1,0.5,2,1.0,2,6,20113,2011-11-28,0,0,Cash,8,F,Germany,0,0,0
0,2,140.4,2,1.0,2,1.0,2,5,20101,2010-06-30,1,0,Credit card,8,M,Germany,8,16,0
0,1,58.4,1,1.0,1,1.0,1,2,20133,2013-05-21,1,1,Cash,0,F,Italy,0,5,0
1,2,273.63856459330145,2,1.0,2,1.0,2,4,20133,2013-08-01,1,0,Credit card,16,M,Netherlands,0,0,0
0,1,16.0,1,1.0,1,1.0,1,0,20113,2011-12-19,0,1,Cash,0,F,Italy,0,4,0
1,3,274.0833333333333,2,0.6666666666666666,2,0.6666666666666666,3,8,20123,2012-08-27,1,0,Credit card,8,F,Poland,6,10,0
0,1,112.0,1,1.0,1,1.0,1,3,20092,2010-01-29,1,1,Credit card,0,M,Netherlands,1,13,1
0,1,46.0,1,1.0,1,1.0,1,2,20091,2009-07-16,1,0,Cash,7,F,Italy,0,15,1
1,1,208.05,1,1.0,1,1.0,1,2,20123,2012-03-26,0,0,Cash,7,F,Italy,15,40,0
1,4,284.0568181818182,3,0.75,4,1.0,4,10,20133,2013-05-28,1,1,Credit card,0,F,Germany,0,1,0
0,4,407.0,3,0.75,3,0.75,4,7,20133,2013-03-04,0,0,Cash,10,F,Italy,3,10,0
1,4,510.3928256654327,2,0.5,4,1.0,4,11,1201,2013-08-21,1,0,Cash,10,F,Italy,0,0,0
1,2,120.6859375,1,0.5,1,0.5,2,6,20123,2012-01-10,1,0,Cash,7,F,Italy,3,31,1
0,1,268.8,1,1.0,1,1.0,1,3,1201,2014-01-10,1,0,Credit card,10,F,France,0,0,0
0,1,208.0,1,1.0,1,1.0,1,2,20102,2010-11-22,1,0,Credit card,7,F,Germany,4,8,1
0,1,98.0,1,1.0,1,1.0,1,2,20123,2012-09-12,0,1,Credit card,0,F,Italy,20,64,0
0,1,77.0,1,1.0,1,1.0,1,2,20102,2011-02-01,1,0,Cash,7,F,Italy,0,0,1
0,4,235.5,4,1.0,4,1.0,4,4,20102,2010-12-06,1,0,Amex,23,F,United States,0,4,1
0,2,206.0,2,1.0,2,1.0,2,4,20133,2013-04-29,0,0,Cash,8,F,Italy,0,78,0
0,1,85.0,1,1.0,1,1.0,1,2,20133,2013-03-08,0,0,Credit card,7,F,Italy,0,0,1
1,1,188.0641025641025,1,1.0,1,1.0,1,0,20102,2011-08-10,1,1,Credit card,0,F,Italy,0,3,1
0,1,75.0,1,1.0,1,1.0,1,0,20102,2011-04-22,0,0,Credit card,7,F,Italy,0,0,1
0,2,221.3,2,1.0,2,1.0,2,3,20102,2011-01-03,1,0,Credit card,11,F,Altro Europa,1,2,0
0,3,76.5,3,1.0,3,1.0,3,2,20102,2011-02-01,1,1,Credit card,0,M,Italy,0,0,1
0,1,95.0,1,1.0,1,1.0,1,0,1201,2013-10-11,0,0,Paypal,7,F,Italy,0,0,0
0,4,203.2,3,0.75,4,1.0,4,4,20092,2009-11-02,1,0,Credit card,10,F,Italy,1,5,1
0,6,282.75,4,0.6666666666666666,5,0.8333333333333334,6,10,20113,2011-12-19,1,0,Credit card,12,M,Germany,1,17,1
0,1,109.0,1,1.0,1,1.0,1,3,20123,2012-01-25,1,0,Cash,10,F,Italy,0,0,1
0,2,97.3,1,0.5,2,1.0,2,2,1201,2014-07-21,1,0,Cash,14,F,Altro Europa,0,2,0
0,3,466.0,3,1.0,3,1.0,3,6,1201,2014-01-27,0,0,Credit card,12,F,Altro Europa,0,7,1
0,2,122.0,1,0.5,1,0.5,2,4,20133,2013-02-20,0,1,Credit card,0,M,United Kingdom,0,2,0
0,2,126.0,2,1.0,2,1.0,2,5,20123,2012-01-17,1,0,Paypal,8,F,Italy,1,3,1
0,2,94.0,2,1.0,2,1.0,2,2,20101,2010-08-09,1,0,Credit card,8,F,Italy,0,1,0
0,2,133.0,1,0.5,2,1.0,2,4,20102,2011-03-18,0,0,Paypal,11,F,France,0,0,0
0,1,95.9,1,1.0,1,1.0,1,3,20133,2013-06-21,1,0,Credit card,10,F,Austria,5,9,1
0,2,162.0,1,0.5,2,1.0,2,6,20102,2011-06-27,0,1,Cash,0,M,Italy,1,1,0
0,1,168.0,1,1.0,1,1.0,1,2,20102,2011-03-18,0,0,Cash,7,F,Italy,0,2,1
0,2,34.0,1,0.5,2,1.0,2,0,20101,2010-04-22,0,0,Paypal,8,F,Italy,0,0,1
0,3,193.34666666666664,2,0.6666666666666666,3,1.0,3,6,20092,2010-02-08,1,0,Credit card,8,F,Italy,0,0,1
0,3,289.1333333333333,3,1.0,3,1.0,3,5,20123,2012-01-23,1,0,Credit card,8,F,Italy,0,1,0
0,1,59.0,1,1.0,1,1.0,1,3,20102,2011-08-25,1,1,Credit card,0,F,Germany,4,5,0
0,1,219.5,1,1.0,1,1.0,1,2,20123,2012-06-18,1,0,Cash,7,F,Altro Europa,0,0,1
0,1,400.0,1,1.0,1,1.0,1,1,1201,2014-01-27,0,0,Amex,10,F,Germany,2,4,1
0,1,144.0,1,1.0,1,1.0,1,2,20123,2012-05-16,0,0,Credit card,10,F,Italy,0,5,1
1,7,862.2478706929926,5,0.7142857142857143,7,1.0,7,13,20123,2012-10-30,1,1,Paypal,0,F,Italy,139,142,1
0,1,88.0,1,1.0,1,1.0,1,1,1201,2013-08-26,0,0,Cash,7,F,Italy,0,0,0
0,1,215.0,1,1.0,1,1.0,1,2,1201,2013-09-30,0,0,Cash,10,F,Netherlands,0,0,0
0,1,174.0,1,1.0,1,1.0,1,0,20102,2011-02-15,1,1,Cash,0,F,Italy,0,1,1
1,1,199.2708333333333,1,1.0,1,1.0,1,2,20123,2012-01-13,1,0,Credit card,10,M,Germany,0,0,1
0,1,43.5,1,1.0,1,1.0,1,0,20133,2013-07-18,1,0,Credit card,10,F,Germany,2,11,1
1,1,269.08754098360663,1,1.0,1,1.0,1,3,20113,2011-11-24,0,1,Credit card,0,F,Italy,0,0,0
0,1,66.4,1,1.0,1,1.0,1,2,20102,2011-07-07,1,1,Credit card,0,F,France,0,4,0
0,1,44.5,1,1.0,1,1.0,1,3,20102,2011-01-17,1,0,Cash,7,F,Italy,0,5,0
1,8,917.5368830268344,3,0.375,8,1.0,8,20,20102,2011-05-03,0,0,Cash,17,F,Germany,1,3,0
0,2,145.1056338028169,1,0.5,2,1.0,2,4,1201,2013-09-09,1,0,Paypal,11,F,Germany,0,0,0
0,1,28.0,1,1.0,1,1.0,1,0,20101,2010-05-11,0,0,Cash,10,F,Italy,0,0,0
0,2,111.8,1,0.5,2,1.0,2,6,1201,2013-08-13,1,1,Cash,0,F,Italy,0,1,0
0,1,357.0,1,1.0,1,1.0,1,2,20123,2012-02-10,1,0,Credit card,10,F,Italy,0,0,0
1,2,63.722978723404246,2,1.0,2,1.0,2,2,20102,2011-02-14,1,0,Paypal,8,F,Germany,5,8,0
1,2,280.3321314102564,2,1.0,2,1.0,2,4,20113,2011-10-17,0,0,Paypal,8,M,United Kingdom,8,9,0
0,3,284.0,3,1.0,3,1.0,3,4,20102,2011-05-06,0,1,Paypal,0,F,Italy,1,29,0
0,5,244.0,3,0.6,4,0.8,5,8,20102,2011-07-29,1,1,Credit card,0,F,Italy,0,29,1
0,1,68.5,1,1.0,1,1.0,1,3,20102,2011-02-02,1,0,Cash,10,F,Italy,0,0,1
0,3,139.0,2,0.6666666666666666,2,0.6666666666666666,3,7,20092,2010-01-26,0,1,Credit card,0,F,Italy,10,38,0
0,3,358.0,2,0.6666666666666666,3,1.0,3,6,20113,2011-11-30,0,0,Cash,9,F,Italy,0,23,0
0,2,190.4,1,0.5,2,1.0,2,4,20102,2010-12-20,1,0,Cash,8,F,Italy,0,6,0
0,1,129.0,1,1.0,1,1.0,1,3,20133,2013-03-25,0,0,Paypal,7,F,Germany,0,0,1
1,2,804.0744444444445,1,0.5,1,0.5,2,4,1201,2013-10-01,0,0,Credit card,7,F,Italy,0,0,0
0,1,172.2,1,1.0,1,1.0,1,2,1201,2014-07-02,1,0,Amex,10,F,Germany,0,0,0
0,3,316.5,3,1.0,3,1.0,3,5,20133,2013-01-16,1,0,Credit card,9,F,Belgium,1,3,0
0,1,298.0,1,1.0,1,1.0,1,3,20133,2013-03-05,0,0,Credit card,7,F,Italy,0,2,0
0,1,32.0,1,1.0,1,1.0,1,1,20133,2013-05-30,0,0,Credit card,10,M,Germany,0,0,0
0,13,533.5,4,0.3076923076923077,10,0.7692307692307693,10,4,20113,2011-09-22,1,0,Credit card,22,F,Poland,0,3,1
0,2,76.0,2,1.0,2,1.0,2,2,20102,2011-01-18,1,1,Cash,0,M,Italy,0,12,0
0,1,124.0,1,1.0,1,1.0,1,2,20102,2011-03-09,1,1,Cash,0,F,Italy,2,27,1
1,2,395.315625,1,0.5,2,1.0,2,6,20123,2012-06-28,1,0,Paypal,8,F,Germany,0,0,0
0,2,73.0,1,0.5,1,0.5,2,0,1201,2014-02-11,1,0,Credit card,11,F,Belgium,0,0,1
0,2,176.5,1,0.5,2,1.0,2,6,20123,2012-03-05,1,0,Paypal,21,F,Russian Federation,0,0,0
